currTime,s1,s2,s3,s4,s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Frame,SubFrame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Weight
45635,831.85,767.83,756.28,757.29,778.31,-71.78,-913.09,439.94,-1.75,0.05,-0.21,9128,0,26.6164,1.56287,-368.445,27547.4,9814.18,759.887,-483.363,415.233,0,60
45666,832.18,767.93,756.19,757.32,778.41,-68.85,-913.09,420.9,-0.36,-0.17,0.89,9134,0,25.2306,1.21298,-372.629,27995.7,9788.19,726.889,-483.732,414.87,0,60
45697,832.17,768.2,756.28,757.48,778.53,-74.71,-928.22,416.02,2.75,-0.04,-4.21,9140,0,25.2274,-0.458074,-379.689,28918.2,9961.88,680.124,-483.763,413.837,0,60
45728,832.23,768.54,756.29,757.59,778.66,-42.97,-929.2,444.34,4,1.04,1.48,9147,0,25.6835,-0.357052,-381.765,28906,10110.1,747.573,-483.518,414.283,0,60
45759,832.66,768.35,756.33,757.48,778.71,-61.52,-935.06,449.22,0.48,0.99,1.41,9153,0,26.2502,0.237794,-385.804,28617.2,10248.3,514.413,-483.436,415.824,0,60
45790,832.92,768.42,756.29,757.64,778.82,-69.82,-913.57,445.31,0.22,0.34,-3.15,9159,0,25.3211,1.33296,-393.457,28430.3,10260.3,462.777,-483.923,417.742,0,60
45821,833.6,768.8,756.39,758.01,779.2,-41.99,-916.99,454.1,4.35,-0.27,-3.44,9165,0,23.8825,-0.101964,-394.839,28774.8,10119.8,382.984,-484.37,417.123,0,60
45852,834.97,769.39,756.29,758.25,779.72,-59.57,-919.43,451.17,5.23,0.94,-3.07,9171,0,23.7644,0.162088,-397.295,28876.1,10110.7,306.555,-484.551,417.318,0,60
45883,837.67,770.04,756.34,758.45,780.63,-56.64,-908.2,453.12,3.55,0.88,-4.47,9178,0,25.5914,0.929578,-412.128,29261.1,10460.4,317.296,-484.618,418.998,0,60
45914,841.18,770.82,756.46,758.66,781.78,-66.89,-922.85,439.94,3.05,1.77,-1.69,9184,0,27.0435,2.66588,-432.528,29894.9,10989,353.942,-484.593,420.883,0,60
45945,843.93,771.46,756.46,758.93,782.69,-75.68,-912.11,472.66,-0.31,-0.7,-0.65,9190,0,30.6795,3.4126,-461.694,31500.4,11902,445.1,-484.221,421.772,0,60
45976,845.85,772.34,756.52,759.26,783.49,-100.1,-917.48,458.98,1.22,-3.06,-1.98,9196,0,36.1851,3.7912,-493.177,33083.1,12970.8,723.091,-483.699,422.918,0,60
46007,847.45,773.02,756.55,759.37,784.1,-38.57,-930.18,433.11,0.5,-1.43,-0.75,9202,0,40.9453,4.65687,-517.377,34372.7,13956.9,987.451,-483.024,423.563,0,60
46038,847.79,773.48,756.52,759.51,784.32,-75.2,-926.76,456.05,-2.23,0.85,-2.18,9209,0,46.667,5.12452,-540.609,34981.9,14908.3,1342.27,-482.423,425.292,0,60
46069,846.44,774.04,756.63,760.07,784.3,-47.85,-929.69,447.27,4.76,-1.7,-1.95,9215,0,50.9279,4.08363,-555.951,35544.2,15672.6,1433.03,-481.81,426.066,0,60
46100,845.33,775.15,756.71,760.77,784.49,-48.83,-907.71,459.96,6.7,0.17,-2.77,9221,0,52.0393,3.8126,-554.907,34949.5,15746.7,1482.01,-481.623,427.018,0,60
46131,843.53,776.11,756.76,761.51,784.48,-52.25,-914.06,452.64,6.89,-0.09,-0.04,9227,0,50.7716,4.72693,-549.121,33616.9,15417,1257.69,-481.924,428.78,0,60
46162,841.22,776.68,756.9,762.04,784.21,-52.25,-910.16,456.54,6.43,-3.74,0.03,9233,0,49.173,5.69287,-553.103,32352,15332.7,888.504,-482.279,431.508,0,60
46192,836.99,776.77,757,762.64,783.35,-48.34,-899.9,469.73,7.55,-1.84,-1.37,9239,0,48.4703,5.51729,-553.323,30640.1,15042.6,718.047,-482.814,434.625,0,60
46224,830.57,776.75,757.05,762.85,781.8,-39.06,-905.76,482.91,3.88,0.04,-1.81,9246,0,46.3718,5.10544,-544.253,28572.8,14497.2,514.824,-483.363,437.502,0,60
46254,824.55,776.32,757.03,762.89,780.2,-50.78,-907.23,485.84,-1.95,2.5,-0.47,9252,0,42.3719,7.13929,-512.715,25180.6,13317.3,372.918,-484.026,440.89,0,60
46285,819.62,775.83,756.98,762.78,778.8,-24.9,-902.83,483.89,-1.5,1.79,-0.87,9258,0,37.101,9.43756,-469.868,21147.3,11933.1,159.07,-484.603,444.996,0,60
46316,815.4,775.65,757.02,762.75,777.71,-50.78,-911.13,452.64,-1.29,0.44,-1,9264,0,31.9543,7.78938,-427.659,17993.6,10644.6,-199.656,-485.109,447.927,0,60
46347,811.22,775.68,757.04,762.91,776.71,-40.04,-915.53,454.1,-1.12,1.97,-3.08,9270,0,27.9951,5.77832,-391.504,15778.7,9618.13,-519.431,-485.433,449.697,0,60
46378,807.61,775.79,757.08,763.08,775.89,-43.95,-898.93,468.75,0.22,-2.04,-1.02,9277,0,25.2789,3.58309,-360.324,13604,8822.83,-949.083,-485.514,452.246,0,60
46409,804.72,775.85,757.03,763.15,775.19,-37.11,-907.23,478.03,-0.11,-1.95,-1.67,9283,0,24.1476,4.63393,-339.563,11711.7,8250.88,-1082.6,-485.701,455.51,0,60
46440,802.58,775.87,757.09,763.19,774.68,-38.57,-912.11,474.61,0.62,-0.25,-2.02,9289,0,22.842,6.08365,-324.631,10202.6,7919.4,-1127.36,-485.605,458.572,0,60
46471,800.72,776,757.11,763.25,774.27,-44.43,-913.09,463.87,0.24,-0.91,-2.27,9295,0,21.9528,6.34335,-313.464,9016.59,7475.52,-1236.91,-486.152,461.236,0,60
46502,799.69,776.21,757.1,763.31,774.08,-50.78,-915.53,469.73,-0.77,1.02,0.09,9301,0,21.9567,7.14446,-305.345,8224.26,7390.32,-1206.65,-485.797,463.066,0,60
46534,798.7,776.34,757.09,763.29,773.86,-52.73,-907.71,461.43,-0.7,-1.73,-2.61,9308,0,22.1145,7.47326,-296.818,7362.41,7132.55,-1397.79,-485.97,465.196,0,60
46565,797.79,776.37,757.16,763.18,773.62,-43.95,-923.83,471.19,1.63,-2.11,-1.4,9314,0,23.1647,7.43567,-296.125,7129.23,7240.94,-1528.96,-485.548,465.925,0,60
46595,797.51,776.24,757.16,763.18,773.53,-40.53,-905.27,474.61,0.61,1.35,0.56,9320,0,23.6667,8.43324,-293.299,6755.32,7226.87,-1555.55,-485.36,466.967,0,60
46626,797.65,776.03,757.1,762.93,773.43,-38.09,-911.13,474.12,1.07,-1.15,-0.24,9326,0,23.4796,8.53379,-289.995,6400.69,7044.46,-1537.35,-485.708,467.928,0,60
46656,798.12,775.83,757.14,762.67,773.44,-52.73,-911.13,467.77,-1.85,3.89,-0.31,9332,0,22.9214,9.04352,-288.202,6480.36,6927.02,-1526.11,-485.965,467.515,0,60
46686,798.82,775.41,757.12,762.45,773.45,-38.09,-905.76,471.19,0.95,-1.26,-0.47,9338,0,23.0535,8.86097,-287.824,6886.63,6967.35,-1575.11,-485.793,466.074,0,60
46717,799.8,775.13,757.05,762.28,773.56,-41.02,-903.32,459.96,-2.53,-1.83,1.75,9344,0,24.0476,7.3269,-288.401,7564.57,7006.94,-1553.09,-485.704,463.771,0,60
46748,800.61,774.97,757.01,762.14,773.68,-39.55,-913.57,449.71,-0.21,-0.63,-1.47,9351,0,24.5362,6.618,-290.284,8527.36,7091.43,-1542.15,-485.571,460.624,0,60
46779,801.34,774.75,757.05,762.04,773.79,-40.04,-915.53,469.73,-0.7,2.47,-0.59,9357,0,25.5655,5.55085,-293.47,9330.62,7237.21,-1489.22,-485.339,458.206,0,60
46809,802.04,774.69,757.05,761.92,773.92,-44.43,-910.16,462.4,-1.5,-0.17,-0.18,9363,0,26.3818,4.63966,-296.444,9902.24,7219.66,-1335.73,-485.646,456.597,0,60
46840,803.07,774.81,757.02,761.98,774.22,-45.41,-912.11,466.31,1.4,-3.29,-0.73,9369,0,26.4422,4.64427,-298.779,10397.3,7287.86,-1370.94,-485.608,455.201,0,60
46871,803.97,774.7,756.98,761.96,774.4,-29.3,-924.32,481.45,0.89,0.36,-0.33,9375,0,27.4204,4.7965,-302.421,10819.3,7435.96,-1281.85,-485.412,454.224,0,60
46901,804.5,774.73,757,761.95,774.55,-50.78,-893.55,489.26,1.54,-2.29,-3.06,9381,0,28.8377,5.17818,-309.512,11486.8,7727.65,-1183.84,-485.033,452.888,0,60
46932,805.27,774.64,756.97,761.95,774.71,-24.9,-898.93,472.17,0.67,-0.14,-2.66,9387,0,29.7211,5.49513,-315.484,12110.1,7810.6,-1166.01,-485.242,451.614,0,60
46963,806.27,774.7,756.97,761.81,774.94,-42.48,-913.09,479,-0.18,2.35,0.28,9394,0,29.6389,5.84644,-320.336,12357.2,7810.88,-1084.68,-485.617,451.424,0,60
46994,807.13,774.64,756.96,761.79,775.13,-37.6,-912.6,478.03,-1.64,1.13,0,9400,0,30.2781,6.46593,-325.751,12767,8084.67,-956.12,-485.181,450.807,0,60
47025,807.74,774.44,756.97,761.81,775.24,-39.06,-913.57,464.84,-1.26,0.34,-0.24,9406,0,31.5806,6.09137,-331.514,13366.3,8182.13,-942.513,-485.319,449.681,0,60
47056,808.11,774.32,756.93,761.8,775.29,-49.8,-901.37,479.98,-0.72,0.89,-0.43,9412,0,31.7119,5.7324,-335.661,13907,8221.04,-976.192,-485.508,448.568,0,60
47087,808.5,774.23,756.96,761.85,775.39,-41.5,-911.62,477.54,0.58,-1.92,-2.13,9418,0,31.8122,5.3564,-336.988,14165.2,8200.39,-1028.13,-485.666,447.965,0,60
47118,809,774.17,756.94,761.92,775.51,-48.34,-920.41,463.87,-2.08,-0.43,0.36,9425,0,31.8838,5.26878,-338.275,14504.7,8142.27,-884.797,-485.93,447.122,0,60
