currTime,s1,s2,s3,s4,s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,GRF,Frame,SubFrame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Weight
34020,819.51,765.72,754.85,755.73,773.95,-20.02,-736.33,718.75,-2.24,0.17,2.89,-87.97,6805,0,22.2848,-3.2412,-359.711,31403,-27509,152.359,-574.474,-87.3028,0,56
34056,822.2,766.66,754.98,755.96,774.95,-120.12,-813.96,589.36,7.5,4.85,-5.53,-105.09,6812,0,20.5551,-2.36514,-369.23,31778.8,-28387,67.8794,-574.882,-86.0679,0,56
34093,822.27,767.49,754.97,756.12,775.21,-99.12,-842.77,586.43,7.23,-0.23,-3.07,-114.55,6820,0,14.4315,-12.7229,-358.087,31926,-27873.4,654.991,-575.84,-89.1587,0,56
34131,821.56,767.1,755.06,756.11,774.96,-84.47,-832.03,584.47,6.79,-0.79,-2.57,-106.67,6827,0,17.8745,2.29202,-382.323,32203.9,-29588.5,-1224.86,-575.392,-84.2326,0,56
34167,824.77,767.43,754.97,756.21,775.85,-64.45,-820.31,594.24,-6.14,0.96,2.44,-124,6834,0,12.0587,1.77497,-368.495,30662.7,-28799.4,-1503.48,-576.155,-83.2144,0,56
34203,824.09,768.27,755.13,756.64,776.03,-54.2,-801.27,612.3,-9.57,-6.67,2.46,-130.66,6842,0,7.24547,-2.13299,-391.856,32939.4,-31134.6,-2149.32,-577.454,-84.0607,0,56
34239,824.48,768.64,755.08,756.67,776.22,-25.39,-804.69,646.97,6.26,0.14,-0.05,-136.53,6849,0,7.94322,-5.60826,-401.834,33581.3,-31515.9,-1666.77,-576.43,-83.5694,0,56
34275,825.6,768.14,755.06,756.63,776.36,-50.78,-823.73,615.23,-1.94,1,2.31,-136.5,6856,0,7.25563,4.52438,-387.916,30852.7,-30144.2,-2396.21,-575.708,-79.5345,0,56
34311,824.21,768.43,755.09,756.9,776.16,-57.13,-800.29,631.35,3.13,-0.24,-1.31,-137.13,6863,0,3.07321,-3.70396,-404.766,33069.3,-31814.5,-2169.42,-576.6,-81.7,0,56
34350,823.35,768.42,755.1,757.14,776,-59.08,-809.08,616.21,1.48,0.37,0.02,-137.35,6871,0,3.59656,-7.24574,-394.805,32400.6,-30977.5,-1720.91,-576.463,-82.0668,0,56
34386,822.96,768.19,755.06,757.21,775.85,-51.27,-837.4,613.77,0.35,0.8,-3.05,-136.09,6878,0,2.41105,-2.3994,-393.118,31269.7,-31026.5,-2320.92,-576.924,-79.5427,0,56
34422,821.94,768.56,755.09,757.55,775.79,-51.76,-812.5,624.02,5.47,-3.53,0.5,-139.97,6885,0,-0.434621,-7.08521,-383.932,30590.2,-30312.7,-1924.32,-576.953,-79.6763,0,56
34458,821.13,768.52,755.1,757.64,775.6,-62.5,-811.52,634.28,1.2,-2.5,-0.54,-137.93,6893,0,-1.23614,-7.00522,-382.594,30335.2,-30255.7,-1966.64,-577.08,-79.2882,0,56
34494,820.25,769.1,755.17,758.25,775.69,-61.52,-799.32,623.05,-0.93,0.53,1.55,-146.66,6900,0,-0.967022,-9.06643,-380.708,29603.2,-30172.2,-1827.74,-577.253,-77.7581,0,56
34530,818.85,769.67,755.19,758.52,775.56,-45.41,-801.27,613.77,-2.87,0.74,-0.47,-150.15,6907,0,-0.14861,-7.42649,-377.701,28914.9,-29814.5,-1799.39,-576.937,-76.5551,0,56
34569,818.34,769.96,755.24,758.51,775.51,-44.43,-797.36,634.77,-5.15,0.19,0.92,-149.35,6915,0,3.43997,-4.89964,-374.88,27114.8,-29192.1,-1890.49,-575.871,-72.3288,0,56
34605,818.6,770.14,755.2,758.73,775.67,-61.52,-822.75,584.47,-0.11,-1.96,-0.17,-156.04,6922,0,6.1999,-1.93496,-371.947,26268.1,-28759.1,-1985.63,-575.321,-70.6232,0,56
34641,817,770.76,755.36,759.72,775.71,-49.32,-815.43,618.65,1.51,2.89,-1.27,-165.8,6929,0,10.6239,-4.98012,-370.727,26508.1,-28310.4,-1191.61,-574.365,-71.5032,0,56
34678,815.55,771.81,755.33,759.37,775.52,12.21,-736.82,738.77,-6.65,4.24,-2.19,-164.91,6937,0,12.8117,-3.29595,-369.413,25759.8,-27876.5,-837.828,-573.462,-69.7308,0,56
34714,816.4,772.46,755.33,758.9,775.77,-73.73,-815.43,623.54,-10.98,5.15,-3.76,-166.24,6944,0,17.4654,1.00802,-368.604,23375.8,-27454.3,-1184.93,-572.482,-63.4175,0,56
34753,815.58,773.49,755.37,758.84,775.82,-64.94,-848.63,579.59,0.31,1.39,-3.39,-169.72,6952,0,24.2177,-3.54013,-370.214,24367.1,-26817.8,-410.814,-570.438,-65.819,0,56
34790,816.4,773.53,755.34,758.12,775.85,-66.89,-829.1,637.21,-5.23,4.15,-3.05,-163.08,6959,0,27.4192,-1.0546,-366.255,23791.9,-26051.5,-875.583,-569.129,-64.9601,0,56
34826,816.12,773.6,755.35,758.06,775.78,-61.52,-802.25,630.86,-2.33,0.95,-2.44,-161.39,6966,0,29.0295,0.889183,-366.309,23274.4,-25964.6,-1625.11,-568.882,-63.5374,0,56
34862,814.69,773.76,755.39,758.34,775.54,-44.43,-816.89,618.65,5.15,1.67,-3.75,-160.76,6973,0,31.0841,0.0327951,-366.428,24385.8,-25738.7,-1591.46,-568.242,-66.5503,0,56
34898,814.64,773.16,755.44,758.23,775.36,-68.85,-831.54,624.51,-0.1,-0.36,-0.08,-153.09,6981,0,29.8365,6.99391,-354.199,23020.9,-24760.2,-2312.39,-567.905,-64.994,0,56
34934,810.21,773.07,755.39,758.39,774.26,-72.75,-798.34,603.03,-14.18,3.24,0.24,-140.76,6988,0,27.0721,5.6843,-353.881,22980.9,-25078.5,-2672.31,-568.867,-64.9397,0,56
34973,805.18,773.27,755.43,758.56,773.11,-42.48,-846.19,624.02,-7.53,-0.35,-3.81,-126.79,6996,0,24.9403,6.11733,-327.932,21182.1,-23119.6,-2385.03,-568.5,-64.5912,0,56
35009,801.64,772.81,755.37,758.3,772.03,-53.22,-792.48,627.93,-1,3.59,-3.01,-108.6,7003,0,25.3334,12.7694,-303.315,17725.2,-20823.3,-2719.02,-566.652,-58.4357,0,56
35045,798.4,771.9,755.36,758.54,771.05,-63.48,-858.4,594.24,0.44,-3.14,0.04,-93.87,7010,0,24.6378,12.8022,-288.351,15879,-19758,-2953.91,-566.521,-55.068,0,56
35081,796.9,770.77,755.37,758.68,770.43,-41.5,-804.2,643.07,8.54,-3.92,1.65,-81.48,7017,0,22.7169,11.5701,-261.628,14136.8,-17975.2,-3027.5,-566.705,-54.0331,0,56
35117,795.81,769.46,755.18,758.01,769.62,-45.9,-807.13,651.37,-4.27,4.02,1.13,-62.03,7024,0,21.2883,16.4102,-251.028,13234,-17256,-2770.43,-566.742,-52.7186,0,56
35153,793.44,769.39,755.26,758.17,769.07,-55.66,-815.92,591.31,-0.79,3.43,-1.96,-53.89,7032,0,17.3151,11.006,-241.788,13665.6,-16908.2,-1629.92,-567.93,-56.5198,0,56
35192,795.17,770.36,755.37,758.4,769.83,-69.82,-807.13,619.63,1.89,0.8,-2.37,-68.13,7039,0,16.4619,4.15423,-220.534,13188.2,-15364.5,-1099.31,-567.67,-59.799,0,56
35228,796.38,771.08,755.26,757.88,770.15,-44.43,-790.53,629.88,-0.7,4.72,-2.64,-73.15,7047,0,16.4345,5.5561,-232.278,13426.3,-16242.3,-1617.62,-567.927,-57.8021,0,56
35264,800.27,773.31,755.31,757.38,771.56,-42.48,-796.87,631.35,-10.09,6.75,-4.22,-95.79,7054,0,14.1897,5.35464,-248.94,14239.1,-17450.1,-2323.16,-568.098,-57.1985,0,56
35300,806.8,774.64,755.25,757.53,773.56,-91.8,-857.42,558.11,4.24,0.03,-3.01,-132.44,7061,0,14.2668,0.215099,-262.749,15610.8,-18272,-2755.81,-567.545,-59.4093,0,56
35336,809.38,774,755.37,757.88,774.16,-76.17,-821.29,602.54,18.68,-7.04,-1.81,-138.4,7068,0,24.8923,-9.69458,-305.794,19891.1,-20724.8,-1997.29,-565.775,-65.0468,0,56
35372,809.57,773.32,755.37,758.17,774.11,-41.5,-770.02,663.09,5.36,-0.39,-0.25,-137.8,7075,0,31.7756,-9.63432,-336.046,22184.9,-22640.5,-1265.03,-565.373,-66.018,0,56
35411,808.73,773.29,755.43,758.44,773.97,-64.94,-794.43,625,4.73,0.22,-2.15,-137.21,7083,0,27.7843,1.85015,-338.573,22023.1,-23621.4,-1730.78,-567.768,-65.047,0,56
35447,808.31,773.23,755.46,758.82,773.95,-68.36,-808.11,619.14,4.62,-1.73,-0.24,-140.09,7090,0,26.0878,3.26862,-331.805,21448.2,-23357.4,-1841.53,-568.395,-64.6405,0,56
35483,807.98,772.77,755.46,758.9,773.78,-55.18,-797.85,657.71,2.24,-0.62,0.79,-136.46,7098,0,26.7931,4.15477,-331.243,20663.4,-23206.9,-1787.44,-568.06,-62.3813,0,56
35519,806.32,772.62,755.46,759.1,773.38,-43.46,-794.43,641.6,-5.89,-2.7,1.74,-132.66,7105,0,23.57,2.75564,-330.232,20392.1,-23441.5,-1673.7,-568.985,-61.7508,0,56
35555,803.17,773.23,755.46,759.42,772.82,-47.36,-801.27,627.44,0.57,-3.07,-1.79,-131.4,7112,0,22.924,0.540786,-322.948,20009.5,-23011.4,-1286,-569.255,-61.958,0,56
35592,802.26,773.33,755.46,759.47,772.63,-62.99,-803.22,625.98,2.63,-1.85,-1.63,-129.89,7119,0,23.9245,1.9954,-304.792,17769.5,-21252.2,-1032.11,-567.727,-58.299,0,56
35631,802.66,773.43,755.47,759.8,772.84,-64.45,-802.73,619.14,0.15,0.92,-1.63,-136.51,7127,0,23.1268,2.68484,-298.955,16225.7,-20742.5,-1137.57,-567.383,-54.2748,0,56
35667,802.51,773.53,755.56,759.89,772.87,-60.06,-798.34,636.72,0.82,-2.05,-0.44,-136.08,7134,0,21.6318,1.24227,-301.487,16496.8,-21078.6,-1389.73,-567.915,-54.719,0,56
35703,802.3,773.32,755.59,759.84,772.76,-51.76,-808.59,640.62,-1.09,-2.07,-0.47,-132.05,7142,0,21.6309,2.45118,-306.948,16553.1,-21484.3,-1428.91,-567.994,-53.9281,0,56
35739,802.94,772.97,755.47,759.66,772.76,-52.73,-793.46,636.72,-2.34,-1.02,2.05,-131.85,7149,0,23.4854,3.81613,-306.118,16333.3,-21253.2,-1102.05,-567.428,-53.3563,0,56
35775,803.9,772.79,755.56,759.66,772.98,-42.97,-795.41,637.21,-0.21,3.3,-0.46,-131.51,7156,0,24.0754,2.55441,-304.621,16791,-21261.7,-693.046,-567.798,-55.1211,0,56
35814,804.77,772.75,755.41,759.5,773.11,-57.13,-798.83,636.23,-0.5,0,-0.4,-135.27,7164,0,24.1775,2.15748,-308.415,17566.7,-21586.3,-668.273,-567.991,-56.9575,0,56
35849,805.76,772.53,755.39,759.3,773.24,-61.52,-807.13,634.28,-1.12,-2.14,0.21,-134.78,7171,0,24.5437,2.60689,-312.721,18149.1,-21939.7,-722.206,-568.157,-58.0363,0,56
35886,805.69,772.45,755.43,759.6,773.29,-51.76,-798.83,632.32,-0.17,-1.73,-0.21,-137.03,7178,0,25.2646,1.91692,-316.803,18986.3,-22283.2,-652.556,-568.338,-59.9307,0,56
35922,804.86,773.21,755.53,759.83,773.36,-44.92,-803.22,636.23,1.15,0.27,-2.15,-141.5,7185,0,25.8559,1.54993,-315.321,19435.3,-22235.3,-632.766,-568.516,-61.6366,0,56
35958,803.93,773.27,755.55,759.93,773.17,-57.13,-819.34,646.48,-0.23,-1.44,-1.21,-139.57,7193,0,26.1239,4.52305,-317.475,18502.6,-22371.3,-1096.18,-568.466,-58.2806,0,56
35993,803.04,773.65,755.59,760.05,773.08,-49.8,-789.06,641.6,-2.95,3,-0.66,-140.23,7200,0,26.2981,6.12714,-316.33,17511.2,-22209.8,-1400.59,-568.211,-55.3573,0,56
36032,802.06,774,755.58,760.13,772.94,-50.29,-793.95,643.07,-1.07,0.58,0.58,-141.2,7207,0,25.4902,6.45856,-312.077,16991.6,-21914.2,-1593.6,-568.221,-54.4467,0,56
36068,800.65,773.69,755.56,760.04,772.48,-50.29,-802.73,654.79,0.2,0.39,0.24,-132.95,7215,0,25.9938,7.68942,-310.238,15896.8,-21671.2,-1896.53,-567.853,-51.2404,0,56
36104,798.89,774.09,755.63,760.36,772.24,-83.98,-831.54,609.86,-3.73,1.24,-1.92,-133.16,7222,0,25.8987,6.19878,-305.045,15353.5,-21234.3,-1796.4,-567.611,-50.3314,0,56
36140,795.01,774.73,755.67,761,771.6,-61.52,-793.95,658.69,-2.17,-4.41,0.14,-133.31,7229,0,23.5632,5.99599,-292.774,14469,-20343.6,-1798.95,-567.486,-49.4196,0,56
36175,790.51,773.85,755.65,760.3,770.08,-24.41,-782.71,638.18,-2.44,-0.58,-0.63,-101.13,7236,0,23.4888,6.26465,-284.365,12523,-19502.5,-1824.82,-566.583,-44.0361,0,56
36211,790.3,772.02,755.51,759.37,769.3,-58.11,-809.08,643.07,-20.17,4.25,-1.49,-75.56,7243,0,22.7834,9.3377,-265.756,9606.81,-18046.6,-2044.56,-565.907,-36.1436,0,56
36250,788.78,772,755.35,759.01,768.79,-43.46,-789.55,636.23,-0.72,0.73,1.56,-68.8,7251,0,16.4051,7.34886,-241.629,9830.7,-16643,-1730.57,-566.878,-40.6916,0,56
36286,787.91,769.74,755.16,757.67,767.62,-30.76,-857.91,592.77,-21.56,-3.84,5.71,-32.6,7258,0,18.5836,7.7985,-221.023,9577.97,-14945.8,-1341.9,-565.621,-43.3343,0,56
36322,789.6,769.05,755.15,757.48,767.82,-68.85,-863.77,562.01,0.56,0.32,-1.36,-30.41,7265,0,17.0625,2.75415,-216.091,10119.8,-14520.5,-716.342,-565.197,-46.8396,0,56
36358,794.3,768.97,755.09,756.89,768.81,-49.32,-768.55,669.92,-9.63,5.45,-4.02,-38.61,7273,0,12.4579,-5.40817,-184.91,11292,-12498.8,351.795,-565.593,-61.0635,0,56
36394,791.75,767.74,754.99,756.46,767.74,-66.89,-806.64,573.73,-22.29,6.82,2.09,-16.31,7280,0,18.1293,-7.0888,-229.73,15446.8,-15732.4,639.945,-566.482,-67.2377,0,56
36430,800.33,769.05,755.03,756.55,770.24,-96.68,-824.22,593.75,0.91,0.7,-0.79,-56.72,7287,0,15.7129,-9.23003,-204.394,14429.6,-13908,412.174,-566.043,-70.5987,0,56
36468,799.03,767.46,754.91,756.32,769.43,-42.48,-814.45,649.9,-16.03,0.8,4.38,-38.86,7295,0,25.1052,-6.5753,-250.299,18643.7,-16986.6,362.445,-565.863,-74.4877,0,56
36504,802.73,767.77,754.98,756.6,770.52,-75.68,-846.19,595.21,17.53,-4.24,-1.64,-56.57,7302,0,24.2311,-4.5763,-261.28,19735.5,-18019.1,356.508,-566.966,-75.5355,0,56
36541,805.3,768.06,755.04,756.94,771.33,-85.45,-866.7,561.52,16.35,-4.22,-1.65,-71.23,7309,0,23.5677,-9.21354,-248.969,19697.8,-17199.4,1058.9,-567.082,-79.1194,0,56
36577,805.92,767.6,754.96,756.73,771.3,-59.08,-836.43,591.8,4.66,1.64,-1.7,-68.53,7316,0,22.5972,-3.78967,-268.711,20926.6,-18964.6,784.212,-568.576,-77.8806,0,56
36613,806.16,766.62,754.95,756.6,771.08,-54.2,-824.71,549.32,2.85,-3,3.5,-59.85,7324,0,19.4723,1.26437,-278.153,21307.3,-20102.1,307.918,-570.271,-76.6035,0,56
36652,808.1,766.8,754.96,757.17,771.76,-40.04,-766.6,670.9,15.21,-1.67,-2.32,-76.07,7331,0,21.6269,-3.04711,-286.043,22804.1,-21003.5,668.178,-571.428,-79.7242,0,56
36688,812.2,767.52,755.05,757.47,773.06,-36.62,-794.92,671.87,16.18,-5.21,-1.37,-98.06,7339,0,18.0688,-8.28916,-290.872,23834.8,-21946.1,868.094,-573.449,-81.9426,0,56
36724,810.88,767.01,755.03,757.53,772.62,-57.62,-782.23,622.07,-0.02,0.76,-0.89,-90.71,7346,0,17.6669,-5.55028,-323.472,25656.5,-24870.8,80.9978,-574.886,-79.3163,0,56
36760,810.18,767.59,755.16,757.99,772.73,-84.96,-854,594.24,3.54,-1.44,-1.79,-96.51,7353,0,13.7446,-8.00209,-326.69,25764.2,-25340.6,58.2954,-575.568,-78.8646,0,56
36796,808.53,767.36,755.17,758.46,772.38,-53.71,-798.34,630.86,2.33,-1.21,2.73,-95.84,7360,0,9.81378,-14.5175,-310.458,24305.6,-24136.2,350.341,-575.744,-78.2906,0,56
36832,806.96,768.17,755.23,759.35,772.43,-53.71,-798.83,659.67,6.22,-0.31,-5.51,-108.58,7367,0,9.28559,-8.8138,-318.695,23630.8,-25052.2,-685.896,-576.609,-74.1487,0,56
36871,807.58,770.7,755.42,760.48,773.55,-30.76,-781.74,659.67,-3.3,3.76,-4.5,-142.82,7375,0,-1.72064,-14.4589,-301.645,21797.7,-24255.1,-657.881,-578.41,-72.2631,0,56
36907,805.75,772.72,755.59,761.08,773.79,-46.39,-812.99,580.08,-5.51,1.16,-4.42,-157.38,7382,0,-1.92941,-2.16825,-330.901,21884.8,-26443.4,-2746.05,-577.914,-66.1382,0,56
36943,805.69,773.61,755.7,761.24,774.06,-36.13,-804.69,628.91,1.21,2.97,-5.09,-164.05,7390,0,5.34963,1.00987,-347.106,19668.2,-26787.1,-3275.51,-575.173,-56.6635,0,56
36979,804.73,774.02,755.66,761.49,773.97,-32.71,-796.87,665.53,-1.73,-0.58,-3.37,-168.46,7397,0,2.24878,2.34614,-346.171,18204.4,-26444.6,-3668.41,-574.391,-52.5888,0,56
37015,802.46,773.7,755.61,761.61,773.35,-42.97,-811.04,634.77,-0.9,-0.56,-0.95,-161.25,7404,0,0.990258,3.24533,-353.271,18419.3,-26978.5,-4203.83,-574.368,-52.1388,0,56
37051,803.2,773.73,755.59,761.63,773.54,-57.62,-799.32,647.95,3.03,-1.85,-2.47,-164.82,7411,0,-0.962705,2.43834,-339.437,16827.7,-25779.2,-4077.97,-573.947,-49.5751,0,56
37090,803.58,773.83,755.53,761.55,773.62,-66.89,-810.55,582.03,-4.63,-0.4,-1.55,-167.14,7419,0,-6.84825,0.680796,-334.769,16960.2,-25788.8,-3976.66,-575.034,-50.6625,0,56
37126,805.16,773.41,755.56,761.57,773.92,-41.02,-798.34,638.18,1.16,2.19,-0.82,-168.59,7426,0,-5.16771,5.78935,-341.947,17386.3,-26414.2,-4468.13,-575.247,-50.8449,0,56
37162,805.49,773.39,755.61,761.68,774.04,-56.64,-806.15,620.12,0.93,4.01,0.65,-170.16,7433,0,-5.95607,3.58783,-343.672,18288.3,-26551.4,-4028.46,-575.258,-53.2143,0,56
37198,804.32,773.9,755.68,762.5,774.1,-28.32,-785.16,687.99,4.88,1.85,-1.86,-180.6,7441,0,-4.87446,-1.26682,-351.936,19604,-27267.1,-3540.82,-575.477,-55.7033,0,56
37234,804.25,774.54,755.63,762.23,774.16,-45.41,-789.55,631.84,-2.72,5.58,-0.02,-182.71,7448,0,0.921038,-0.51039,-351.078,18538.7,-27074.1,-3808.36,-575.117,-52.8052,0,56
37270,804.39,775.31,755.65,761.43,774.19,-50.78,-813.48,632.81,-6.06,1.77,-3.58,-177.07,7455,0,2.40327,0.269641,-354.582,17591.8,-27243.9,-3726.28,-574.834,-49.6132,0,56
37308,803.92,775.87,755.67,761.04,774.13,-52.25,-811.52,625.49,-3.77,2.85,-2.89,-173.68,7463,0,11.0944,-2.84631,-354.469,17778.4,-26441.2,-3342.93,-572.594,-50.1553,0,56
37345,802.43,776.31,755.72,761.1,773.89,-49.8,-819.82,598.14,-6.34,2.86,-2.2,-171.79,7470,0,16.723,-0.960945,-347.124,17692.1,-25333.4,-3327.85,-570.981,-50.9676,0,56
37381,802.08,776.1,755.67,760.87,773.68,-39.55,-798.83,646.97,-0.27,1.41,-0.48,-166.76,7477,0,20.8414,2.59733,-337.433,16590.1,-24171.3,-3549.79,-569.633,-49.1644,0,56
37417,802.83,775.6,755.59,760.55,773.64,-45.41,-812.5,619.63,0.7,1.58,1.69,-162.57,7484,0,21.3485,7.63638,-330.582,15662.4,-23369.7,-3742.61,-568.693,-47.3784,0,56
37453,803.21,775.03,755.61,760.37,773.56,-57.62,-801.76,618.16,-2.39,-0.12,0.33,-156.03,7492,0,21.8251,6.88782,-329.219,16369.6,-23327.9,-3460.02,-568.858,-49.7224,0,56
37489,803.42,774.11,755.58,759.6,773.18,-44.92,-800.29,620.12,-1.34,-0.69,1.37,-138.94,7499,0,23.8134,4.24704,-328.298,17174.1,-23255.9,-2874.61,-568.838,-52.3126,0,56
37528,806.23,771.43,755.21,757.73,772.65,-42.97,-818.85,630.37,-9.76,-0.29,6.92,-108.75,7507,0,23.7974,6.51509,-318.586,17210.9,-22551.8,-2615.77,-568.787,-54.023,0,56
37565,806.4,769.51,755.15,757.44,772.13,-61.04,-809.57,620.61,-4.35,1.17,4.31,-91.35,7514,0,22.813,3.50418,-316.743,19581.9,-22748.6,-1914.25,-569.82,-61.8253,0,56
37600,804.04,769.23,755.26,757.98,771.63,-72.75,-840.33,581.54,4.83,-0.17,-0.85,-86.03,7521,0,20.5627,-2.88725,-297.988,21582.7,-21576.9,-630.719,-570.409,-72.4294,0,56
37636,800.85,769.38,755.22,758.42,770.97,-57.62,-812.01,617.68,5.75,1.15,1,-83.69,7528,0,18.3843,-1.98691,-282.698,21108,-20481.9,-306.616,-570.452,-74.6655,0,56
37672,800.44,769.92,755.19,758.39,770.99,-54.2,-782.23,652.83,-5.79,-1.5,-1.07,-86.89,7535,0,16.5606,0.1259,-262.149,18013.9,-19056.7,-721.348,-570.694,-68.7143,0,56
37711,799.65,770.32,755.25,758.21,770.86,-50.29,-827.15,616.21,-3.13,-2.21,-1.89,-83.31,7543,0,18.9627,3.49945,-266.497,17218,-19313.2,-1232.38,-570.471,-64.609,0,56
37747,797.02,770.06,755.24,757.98,770.08,-67.87,-847.17,585.45,-9.14,4.4,-2.21,-69.02,7550,0,20.9482,5.48897,-259.1,16001.1,-18308,-1317.96,-568.661,-61.7565,0,56
37783,794.69,769.43,755.18,757.86,769.29,-49.8,-809.08,569.82,-4.05,-2.5,1.6,-55.73,7558,0,21.1677,4.42415,-249.738,15421,-17501.2,-1384.96,-568.078,-61.7473,0,56
37819,794.71,769.35,755.17,757.91,769.29,-75.2,-840.82,575.68,2.15,-1.96,-1.4,-56.17,7565,0,20.2395,1.35279,-230.512,14201.6,-15936.1,-1136.25,-567.134,-61.6085,0,56
37855,795.99,769.24,755.13,757.93,769.57,-49.8,-811.04,620.61,3.53,0.21,-0.98,-61.05,7572,0,19.7503,-1.10389,-224.39,14174.5,-15493,-657.315,-567.045,-63.1689,0,56
37891,798.13,769.71,755.07,757.66,770.14,-83.5,-818.85,613.28,3.06,1.77,-1.43,-69.65,7579,0,19.7325,0.789442,-231.23,14698.1,-16062.2,-630.534,-567.464,-63.565,0,56
37929,800.69,770.69,755.16,757.2,770.94,-73.73,-808.59,619.14,0.69,1.7,-4.94,-77.27,7587,0,17.8625,-1.05317,-243.741,16225,-17160.8,-955.049,-568.405,-66.5669,0,56
37965,802.99,771.32,755.28,756.62,771.55,-45.41,-802.25,625.98,-12.79,4.25,-5.06,-78.69,7594,0,18.7676,-1.30069,-264.331,17978.3,-18661.7,-1471.22,-568.599,-68.0139,0,56
38001,804.22,771.92,755.07,756.46,771.92,-77.64,-873.05,582.52,-9.95,6.69,-0.63,-90.65,7601,0,18.7057,-1.90699,-277.116,19223.7,-19442.8,-2011.86,-568.162,-69.369,0,56
38038,805.21,772.9,755.17,756.95,772.56,-67.38,-841.8,608.4,10.26,-5.2,-0.63,-106.59,7609,0,22.0023,-6.01384,-287.123,20788.2,-19635,-2052.94,-566.385,-72.4019,0,56
38074,804.94,773.34,755.22,757.62,772.78,-58.11,-804.2,627.44,14.34,-2.85,1.48,-117.74,7616,0,25.7951,-6.63026,-293.838,20960.7,-19822,-1577.18,-565.459,-71.3357,0,56
38110,803.52,774.39,755.43,758.41,772.93,-51.76,-797.36,644.04,4.37,-1.93,0.4,-127.79,7623,0,27.2941,0.691761,-304.803,20382.4,-20736.8,-1935.26,-566.034,-66.8705,0,56
38149,801.93,775.01,755.59,758.82,772.84,-54.2,-831.05,613.28,3.18,1.37,0.33,-129.36,7631,0,23.6938,5.44433,-307.034,18538.9,-21019.1,-2562.7,-566.459,-60.3807,0,56
38185,801.32,775.1,755.54,759.08,772.76,-59.08,-804.69,628.91,3.76,-1.4,2.91,-133.08,7638,0,25.5093,8.21506,-307.587,17126.7,-20901.9,-2544.28,-565.954,-55.6809,0,56
38221,798.83,775.67,755.62,759.56,772.42,-50.29,-802.25,639.65,1.36,0.65,-1.86,-134.13,7645,0,27.56,8.10299,-306.945,16185.7,-20678.8,-2258.54,-565.37,-52.7319,0,56
38257,796.06,776.15,755.57,759.57,771.84,-51.76,-809.57,632.32,-0.73,0.02,-4.9,-129.94,7652,0,26.783,6.01808,-301.794,15191.4,-20389.3,-2113.9,-565.561,-50.3362,0,56
38294,794.7,775.91,755.63,759.51,771.44,-57.62,-804.2,620.61,-0.27,-0.03,-0.64,-120.86,7660,0,25.7614,7.04701,-291.4,12966.4,-19482.1,-2427.68,-564.856,-44.4969,0,56
38330,793.61,775.73,755.55,759.67,771.14,-41.5,-799.8,633.3,1.56,-1.22,-0.15,-120,7667,0,23.7343,6.88636,-280.525,11833,-18740.9,-2524.23,-564.806,-42.1819,0,56
38369,791.21,775.62,755.63,759.65,770.53,-53.22,-820.31,637.7,-2.03,-0.53,0.7,-108.61,7675,0,23.2636,5.61066,-272.303,11569.5,-18207.2,-2402.27,-564.864,-42.4878,0,56
38405,790.29,775.21,755.52,759.58,770.15,-50.78,-809.57,632.32,2.01,1.59,-2.12,-103.88,7682,0,22.5664,8.03476,-263.029,10314.7,-17479,-2434.73,-564.453,-39.2152,0,56
38441,790.63,775.1,755.62,759.61,770.24,-52.73,-812.99,631.84,-1.8,-0.82,0.47,-102.26,7689,0,21.1981,7.50849,-255.529,9553.21,-17090.2,-2547.66,-564.882,-37.3864,0,56
38478,790.45,774.95,755.67,759.52,770.15,-53.22,-818.85,617.19,-1.44,-2.8,-0.95,-97.85,7697,0,20.0807,6.22633,-254.434,10103.9,-17101.4,-2481.61,-565.214,-39.7115,0,56
38514,791.19,774.66,755.63,759.44,770.23,-53.22,-813.48,621.09,1.24,-1,-1.47,-97.71,7704,0,21.4248,6.06067,-253.788,9976.17,-16999.1,-2389.83,-564.982,-39.3091,0,56
38550,792.34,773.91,755.52,758.99,770.19,-40.04,-810.06,618.65,-1,1.31,-0.43,-91.76,7711,0,20.9909,5.21885,-255.462,10453.7,-17209.9,-2300.22,-565.368,-40.9208,0,56
38589,795.32,772.99,755.45,758.48,770.56,-47.36,-804.69,625.98,-0.65,-2.15,3.86,-88.82,7719,0,20.4284,4.15025,-257.431,11433.1,-17563,-2075.02,-566.224,-44.4124,0,56
38626,796.85,772.17,755.38,758.13,770.63,-49.8,-817.38,619.14,-7.01,0.18,-0.78,-84.15,7726,0,20.8154,2.32319,-261.877,13412.3,-17948.5,-1707.47,-566.538,-51.2145,0,56
38662,797.63,771.25,755.3,757.78,770.49,-59.57,-808.11,641.11,-0.34,-1.31,1.7,-76.34,7733,0,22.1971,0.853702,-265.982,15368.4,-18296.4,-1118.83,-566.788,-57.7803,0,56
38698,798.63,770.32,755.29,757.5,770.43,-57.62,-810.06,636.72,-1.63,-2.65,0.54,-68.36,7741,0,22.2937,1.43993,-262.528,16067.2,-18074,-971.705,-566.846,-61.202,0,56
38734,798.63,769.9,755.2,757.5,770.31,-74.71,-811.04,605.47,-6.24,1.09,-0.25,-67.39,7748,0,21.4656,1.23343,-260.201,17018.2,-18243.5,-701.316,-568.113,-65.404,0,56
